grid_type|lat|resolution|area
s2|70|16|0.1727654695
s2|70|17|0.0431894177
s2|70|18|0.0107971107
s2|70|19|0.0026992978
s2|70|20|0.000674827
s2|70|21|0.0001687063
s2|70|22|4.21765e-05
s2|70|23|1.05441e-05
s2|70|24|2.636e-06
s2|70|25|6.59e-07
s2|70|26|1.648e-07
s2|70|27|4.12e-08
s2|70|28|1.03e-08
s2|70|29|2.6e-09
s2|70|30|6e-10
s2|75|3|17276037.259269074
s2|75|4|6428340.142087429
s2|75|5|1306067.5736643896
s2|75|6|355650.5064508846
s2|75|7|84016.9718387638
s2|75|8|20421.2091143113
s2|75|9|5034.2041853423
s2|75|10|1249.77396244
s2|75|11|311.353201506
s2|75|12|77.9364884243
s2|75|13|19.4670967017
s2|75|14|4.8683079021
s2|75|15|1.217268754
s2|75|16|0.3042839304
s2|75|17|0.0760668257
s2|75|18|0.0190161869
s2|75|19|0.0047540935
s2|75|20|0.0011885153
s2|75|21|0.0002971278
s2|75|22|7.4282e-05
s2|75|23|1.85705e-05
s2|75|24|4.6426e-06
s2|75|25|1.1607e-06
s2|75|26|2.902e-07
s2|75|27|7.25e-08
s2|75|28|1.81e-08
s2|75|29|4.5e-09
s2|75|30|1.1e-09
s2|80|4|17036546.803109992
s2|80|5|3302169.8322235746
s2|80|6|713881.7220463123
s2|80|7|165876.7019551342
s2|80|8|42728.5579117175
s2|80|9|10844.1646040859
s2|80|10|2685.6243634431
s2|80|11|673.9274870692
s2|80|12|168.7981901452
s2|80|13|42.2391590751
s2|80|14|10.553551268
s2|80|15|2.6376084126
s2|80|16|0.6594794051
s2|80|17|0.1648795151
s2|80|18|0.0412183563
s2|80|19|0.0103047401
s2|80|20|0.0025762039
s2|80|21|0.0006440533
s2|80|22|0.000161013
s2|80|23|4.02532e-05
s2|80|24|1.00633e-05
s2|80|25|2.5158e-06
s2|80|26|6.29e-07
s2|80|27|1.572e-07
s2|80|28|3.93e-08
s2|80|29|9.8e-09
s2|80|30|2.5e-09
s2|85|5|16658072.910646092
s2|85|6|3297062.221336653
s2|85|7|721728.0598985527
s2|85|8|168689.0818225897
s2|85|9|40778.8358398195
s2|85|10|10025.2242707779
s2|85|11|2525.1521585598
s2|85|12|628.6339994881
s2|85|13|157.4522876951
s2|85|14|39.3998551802
s2|85|15|9.854565442
s2|85|16|2.4629911233
s2|85|17|0.6156665192
s2|85|18|0.1539064733
s2|85|19|0.0384753488
s2|85|20|0.0096186785
s2|85|21|0.0024046872
s2|85|22|0.0006011693
s2|85|23|0.000150292
s2|85|24|3.7573e-05
s2|85|25|9.3932e-06
s2|85|26|2.3483e-06
s2|85|27|5.871e-07
s2|85|28|1.468e-07
s2|85|29|3.67e-08
s2|85|30|9.2e-09
h3|-85|0|126627600.1504083
h3|-85|1|93103781.31514737
h3|-85|2|11708713.422578838
h3|-85|3|1638486.192774486
h3|-85|4|275307.1862873666
h3|-85|5|37085.6837227206
h3|-85|6|5426.6119938936
h3|-85|7|774.6299132296
h3|-85|8|110.6612558659
h3|-85|9|15.8105160214
h3|-85|10|2.2581892036
h3|-85|11|0.3226532981
h3|-85|12|0.0460919988
h3|-85|13|0.0065847312
h3|-85|14|0.0009406798
h3|-85|15|0.0001343828
h3|-80|0|94226292.51206023
h3|-80|1|18666713.90184952
h3|-80|2|2581709.276042419
h3|-80|3|444035.4461923871
h3|-80|4|68955.1912157554
h3|-80|5|9825.7841045895
h3|-80|6|1393.4295493763
h3|-80|7|199.8275529147
h3|-80|8|28.5266324678
h3|-80|9|4.0754468733
h3|-80|10|0.5821197246
h3|-80|11|0.0831599606
h3|-80|12|0.0118804191
h3|-80|13|0.0016971837
h3|-80|14|0.0002424541
h3|-80|15|3.46364e-05
h3|-75|0|94226292.51206023
h3|-75|1|18666713.90184952
h3|-75|2|1611968.102592957
h3|-75|3|202291.1089406877
h3|-75|4|30584.9429418123
h3|-75|5|4362.6987436361
h3|-75|6|628.4205517244
h3|-75|7|89.7538281694
h3|-75|8|12.8432444117
h3|-75|9|1.8339438553
h3|-75|10|0.2620096378
h3|-75|11|0.0374341184
h3|-75|12|0.0053476017
h3|-75|13|0.0007639431
h3|-75|14|0.0001091346
h3|-75|15|1.55906e-05
h3|-70|0|23931169.75996319
h3|-70|1|6569623.870200571
h3|-70|2|793273.8444191295
h3|-70|3|114285.2362886557
h3|-70|4|17519.0002729882
h3|-70|5|2467.7550777941
h3|-70|6|351.1830675986
h3|-70|7|50.2695974471
h3|-70|8|7.1878762664
h3|-70|9|1.0265215532
h3|-70|10|0.1466459359
h3|-70|11|0.0209494194
h3|-70|12|0.0029928078
h3|-70|13|0.000427544
h3|-70|14|6.10775e-05
h3|-70|15|8.7254e-06
h3|-65|0|23931169.75996319
h3|-65|1|3594184.700395713
h3|-65|2|509767.5587298201
h3|-65|3|72546.5950676304
h3|-65|4|10981.9898254857
h3|-65|5|1550.8532377142
h3|-65|6|220.4059001016
h3|-65|7|31.4310305568
h3|-65|8|4.493463169
h3|-65|9|0.6419233042
h3|-65|10|0.0917070999
h3|-65|11|0.0131010143
h3|-65|12|0.0018715625
h3|-65|13|0.0002673673
h3|-65|14|3.81953e-05
h3|-65|15|5.4565e-06
h3|-60|0|14050600.16285511
h3|-60|1|2116811.444430348
h3|-60|2|323934.4277743664
h3|-60|3|49506.1186295981
h3|-60|4|7206.357975179
h3|-60|5|1029.4639900678
h3|-60|6|146.6715235787
h3|-60|7|20.9552028876
h3|-60|8|2.9928733225
h3|-60|9|0.4275533291
h3|-60|10|0.0610756944
h3|-60|11|0.0087248326
h3|-60|12|0.0012463985
h3|-60|13|0.0001780577
h3|-60|14|2.54368e-05
h3|-60|15|3.6338e-06
h3|-55|0|14050600.16285511
h3|-55|1|2116811.444430348
h3|-55|2|268066.6353055625
h3|-55|3|36817.4992061708
h3|-55|4|5244.9831469156
h3|-55|5|746.3387233431
h3|-55|6|106.7614766096
h3|-55|7|15.2430351397
h3|-55|8|2.1781235018
h3|-55|9|0.3111296528
h3|-55|10|0.0444482938
h3|-55|11|0.0063497647
h3|-55|12|0.0009071057
h3|-55|13|0.0001295865
h3|-55|14|1.85124e-05
h3|-55|15|2.6446e-06
h3|-50|0|8542965.126638701
h3|-50|1|1604293.3149651117
h3|-50|2|223579.3711458486
h3|-50|3|32082.8803285985
h3|-50|4|4530.3323796828
h3|-50|5|644.781507349
h3|-50|6|92.1494812845
h3|-50|7|13.172062589
h3|-50|8|1.8818330839
h3|-50|9|0.268812812
h3|-50|10|0.0384015103
h3|-50|11|0.0054859898
h3|-50|12|0.0007837128
h3|-50|13|0.000111959
h3|-50|14|1.59941e-05
h3|-50|15|2.2849e-06
h3|-45|0|8542965.126638701
h3|-45|1|1330297.5026053365
h3|-45|2|190469.0856953461
h3|-45|3|27334.1893186902
h3|-45|4|3938.4117080445
h3|-45|5|564.6756143737
h3|-45|6|80.7004461144
h3|-45|7|11.5226802084
h3|-45|8|1.6464755652
h3|-45|9|0.235208836
h3|-45|10|0.0335993302
h3|-45|11|0.0048000113
h3|-45|12|0.0006857127
h3|-45|13|9.79588e-05
h3|-45|14|1.39941e-05
h3|-45|15|1.9992e-06
h3|-40|0|7470361.895339293
h3|-40|1|1117688.332785652
h3|-40|2|172873.415945464
h3|-40|3|24656.1131289481
h3|-40|4|3483.6237665395
h3|-40|5|497.8544285828
h3|-40|6|71.1221255049
h3|-40|7|10.1545897109
h3|-40|8|1.4506556997
h3|-40|9|0.2072380898
h3|-40|10|0.0296061532
h3|-40|11|0.004229499
h3|-40|12|0.0006042141
h3|-40|13|8.63162e-05
h3|-40|14|1.23309e-05
h3|-40|15|1.7616e-06
h3|-35|0|7470361.895339293
h3|-35|1|1117688.332785652
h3|-35|2|148117.011526202
h3|-35|3|21706.457064583
h3|-35|4|3076.2651198959
h3|-35|5|439.4689109355
h3|-35|6|62.8539811279
h3|-35|7|8.9737490904
h3|-35|8|1.2821761111
h3|-35|9|0.1831692071
h3|-35|10|0.0261664119
h3|-35|11|0.0037381012
h3|-35|12|0.0005340127
h3|-35|13|7.62875e-05
h3|-35|14|1.08982e-05
h3|-35|15|1.5569e-06
h3|-30|0|7470361.895339293
h3|-30|1|932680.5913580285
h3|-30|2|137103.8835258692
h3|-30|3|19070.4438321012
h3|-30|4|2716.1677178359
h3|-30|5|389.4273404876
h3|-30|6|55.4813971858
h3|-30|7|7.9302886769
h3|-30|8|1.1329696172
h3|-30|9|0.1618646971
h3|-30|10|0.0231240665
h3|-30|11|0.0033034381
h3|-30|12|0.0004719175
h3|-30|13|6.74168e-05
h3|-30|14|9.631e-06
h3|-30|15|1.3759e-06
h3|-25|0|5495385.192273584
h3|-25|1|774565.5074183338
h3|-25|2|117388.1974080241
h3|-25|3|16773.1234061181
h3|-25|4|2404.0546100842
h3|-25|5|342.2598489599
h3|-25|6|48.9170773071
h3|-25|7|6.9917948059
h3|-25|8|0.9986008937
h3|-25|9|0.1426572708
h3|-25|10|0.0203798857
h3|-25|11|0.0029114106
h3|-25|12|0.0004159158
h3|-25|13|5.94166e-05
h3|-25|14|8.4881e-06
h3|-25|15|1.2126e-06
h3|-20|0|4415816.593355881
h3|-20|1|648982.9536754399
h3|-20|2|100384.3074458156
h3|-20|3|14717.280493329
h3|-20|4|2095.4953523813
h3|-20|5|300.5044426405
h3|-20|6|42.8815979302
h3|-20|7|6.1291753598
h3|-20|8|0.8756577082
h3|-20|9|0.1250942992
h3|-20|10|0.0178711982
h3|-20|11|0.0025530293
h3|-20|12|0.0003647197
h3|-20|13|5.21027e-05
h3|-20|14|7.4432e-06
h3|-20|15|1.0633e-06
h3|-15|0|4415816.593355881
h3|-15|1|648982.9536754399
h3|-15|2|92795.1387571906
h3|-15|3|12917.309083361
h3|-15|4|1824.7049229298
h3|-15|5|261.6473202579
h3|-15|6|37.3782016284
h3|-15|7|5.3368985438
h3|-15|8|0.7623508771
h3|-15|9|0.1089074178
h3|-15|10|0.0155576919
h3|-15|11|0.0022225033
h3|-15|12|0.0003175015
h3|-15|13|4.53573e-05
h3|-15|14|6.4796e-06
h3|-15|15|9.257e-07
h3|-10|0|4415816.593355881
h3|-10|1|540156.2149984527
h3|-10|2|79273.23838785
h3|-10|3|11033.8067355876
h3|-10|4|1576.2757203304
h3|-10|5|225.1874869511
h3|-10|6|32.2042239284
h3|-10|7|4.6006059892
h3|-10|8|0.6572294301
h3|-10|9|0.0938971033
h3|-10|10|0.0134134319
h3|-10|11|0.0019162255
h3|-10|12|0.0002737456
h3|-10|13|3.91066e-05
h3|-10|14|5.5867e-06
h3|-10|15|7.981e-07
h3|-5|0|4169648.092435342
h3|-5|1|514793.6377067517
h3|-5|2|70936.1464404531
h3|-5|3|9933.8359344425
h3|-5|4|1411.2185167011
h3|-5|5|201.6028713211
h3|-5|6|28.7805958905
h3|-5|7|4.1115137925
h3|-5|8|0.5874169058
h3|-5|9|0.0839231915
h3|-5|10|0.0119888589
h3|-5|11|0.0017126752
h3|-5|12|0.0002446674
h3|-5|13|3.49524e-05
h3|-5|14|4.9932e-06
h3|-5|15|7.133e-07
h3|0|0|2577395.987126812
h3|0|1|449532.7145034194
h3|0|2|66119.937919789
h3|0|3|9250.1480563921
h3|0|4|1321.662982045
h3|0|5|188.3805622481
h3|0|6|26.9318236211
h3|0|7|3.8494504213
h3|0|8|0.5499227434
h3|0|9|0.0785615505
h3|0|10|0.0112234205
h3|0|11|0.0016033598
h3|0|12|0.0002290509
h3|0|13|3.27216e-05
h3|0|14|4.6745e-06
h3|0|15|6.678e-07
h3|5|0|2577395.987126812
h3|5|1|449532.7145034194
h3|5|2|63994.8867498329
h3|5|3|9142.3479587401
h3|5|4|1315.0494384756
h3|5|5|188.6488348918
h3|5|6|26.9498355851
h3|5|7|3.8538239292
h3|5|8|0.5503725609
h3|5|9|0.0786358711
h3|5|10|0.0112331894
h3|5|11|0.0016047546
h3|5|12|0.0002292507
h3|5|13|3.27501e-05
h3|5|14|4.6786e-06
h3|5|15|6.684e-07
h3|10|0|4416749.409185476
h3|10|1|557456.9206408678
h3|10|2|76063.9477494478
h3|10|3|10553.9669279299
h3|10|4|1504.9138508439
h3|10|5|215.2525943332
h3|10|6|30.7794666649
h3|10|7|4.3989200203
h3|10|8|0.6284171478
h3|10|9|0.0897792805
h3|10|10|0.012825859
h3|10|11|0.0018322721
h3|10|12|0.0002617519
h3|10|13|3.73931e-05
h3|10|14|5.3419e-06
h3|10|15|7.631e-07
h3|15|0|4416749.409185476
h3|15|1|557456.9206408678
h3|15|2|86140.857994284
h3|15|3|11955.5992414482
h3|15|4|1699.5238942735
h3|15|5|243.7997829441
h3|15|6|34.8035805541
h3|15|7|4.9719402483
h3|15|8|0.7101853324
h3|15|9|0.1014636457
h3|15|10|0.0144948065
h3|15|11|0.0020706866
h3|15|12|0.000295811
h3|15|13|4.22586e-05
h3|15|14|6.037e-06
h3|15|15|8.624e-07
h3|20|0|4416749.409185476
h3|20|1|681018.2726031585
h3|20|2|93812.2978827922
h3|20|3|13322.76394726
h3|20|4|1913.7283047709
h3|20|5|273.1311659372
h3|20|6|39.0187503355
h3|20|7|5.5741074427
h3|20|8|0.7960180835
h3|20|9|0.1137264205
h3|20|10|0.0162466315
h3|20|11|0.0023209538
h3|20|12|0.0003315648
h3|20|13|4.73663e-05
h3|20|14|6.7666e-06
h3|20|15|9.667e-07
h3|25|0|6509501.4803653825
h3|25|1|753382.9484937607
h3|25|2|105806.8707724801
h3|25|3|15032.3225340508
h3|25|4|2135.4376863408
h3|25|5|303.5770013874
h3|25|6|43.4742322752
h3|25|7|6.2069952095
h3|25|8|0.8867136084
h3|25|9|0.1266649668
h3|25|10|0.0180952952
h3|25|11|0.0025850177
h3|25|12|0.0003692909
h3|25|13|5.27558e-05
h3|25|14|7.5365e-06
h3|25|15|1.0766e-06
h3|30|0|6509501.4803653825
h3|30|1|892442.5932433042
h3|30|2|119074.509811265
h3|30|3|16542.3602636765
h3|30|4|2363.2471636164
h3|30|5|337.8438397158
h3|30|6|48.184989311
h3|30|7|6.8835703441
h3|30|8|0.9830302057
h3|30|9|0.1404444269
h3|30|10|0.0200641558
h3|30|11|0.0028662801
h3|30|12|0.0004094696
h3|30|13|5.84956e-05
h3|30|14|8.3565e-06
h3|30|15|1.1938e-06
h3|35|0|6509501.4803653825
h3|35|1|892442.5932433042
h3|35|2|125065.0002313701
h3|35|3|18183.6146003905
h3|35|4|2623.6530373273
h3|35|5|373.5348111678
h3|35|6|53.2752304844
h3|35|7|7.6107477587
h3|35|8|1.0873887158
h3|35|9|0.1553412453
h3|35|10|0.0221912733
h3|35|11|0.0031701503
h3|35|12|0.0004528786
h3|35|13|6.46968e-05
h3|35|14|9.2424e-06
h3|35|15|1.3203e-06
h3|40|0|6509501.4803653825
h3|40|1|1059344.8954967943
h3|40|2|140476.7393278697
h3|40|3|20549.4616944843
h3|40|4|2945.784598687
h3|40|5|422.0291287391
h3|40|6|60.2898923468
h3|40|7|8.612201296
h3|40|8|1.2303992524
h3|40|9|0.1757815522
h3|40|10|0.0251116503
h3|40|11|0.003587403
h3|40|12|0.0005124854
h3|40|13|7.32123e-05
h3|40|14|1.04589e-05
h3|40|15|1.4941e-06
h3|45|0|11167402.623616429
h3|45|1|1281614.467795895
h3|45|2|171206.5667523923
h3|45|3|23970.8099180139
h3|45|4|3378.3211150253
h3|45|5|482.6183842674
h3|45|6|69.0791532842
h3|45|7|9.8684509234
h3|45|8|1.4097787126
h3|45|9|0.2013969591
h3|45|10|0.0287709942
h3|45|11|0.0041101127
h3|45|12|0.0005871623
h3|45|13|8.38804e-05
h3|45|14|1.19829e-05
h3|45|15|1.7118e-06
h3|50|0|11167402.623616429
h3|50|1|1494603.8188804793
h3|50|2|188552.4828429068
h3|50|3|27516.1327391501
h3|50|4|3889.3871321085
h3|50|5|558.7248474546
h3|50|6|79.6958353806
h3|50|7|11.3893159919
h3|50|8|1.6269326674
h3|50|9|0.2324311687
h3|50|10|0.0332058175
h3|50|11|0.0047436113
h3|50|12|0.0006776618
h3|50|13|9.68086e-05
h3|50|14|1.38298e-05
h3|50|15|1.9757e-06
h3|55|0|11167402.623616429
h3|55|1|1494603.8188804793
h3|55|2|213623.1409079983
h3|55|3|32504.7884914773
h3|55|4|4574.6660114169
h3|55|5|653.525546537
h3|55|6|93.1618778311
h3|55|7|13.3148670399
h3|55|8|1.9025628453
h3|55|9|0.2717771089
h3|55|10|0.0388274024
h3|55|11|0.0055467205
h3|55|12|0.0007923837
h3|55|13|0.0001131981
h3|55|14|1.61711e-05
h3|55|15|2.3102e-06
h3|60|0|14330684.344827076
h3|60|1|1767175.5600856633
h3|60|2|272354.1655075401
h3|60|3|38913.7739279003
h3|60|4|5446.8573131777
h3|60|5|780.8504698942
h3|60|6|111.3576088217
h3|60|7|15.908230846
h3|60|8|2.2731660862
h3|60|9|0.3247189765
h3|60|10|0.0463862326
h3|60|11|0.0066266721
h3|60|12|0.0009466627
h3|60|13|0.0001352373
h3|60|14|1.93196e-05
h3|60|15|2.7599e-06
h3|65|0|14330684.344827076
h3|65|1|2596836.955968771
h3|65|2|319931.4530195557
h3|65|3|49221.4187004105
h3|65|4|6948.298281268
h3|65|5|996.7488273477
h3|65|6|142.1478663018
h3|65|7|20.3188203544
h3|65|8|2.9007617643
h3|65|9|0.4144280373
h3|65|10|0.0591963108
h3|65|11|0.0084568153
h3|65|12|0.0012081328
h3|65|13|0.000172591
h3|65|14|2.46558e-05
h3|65|15|3.5223e-06
h3|70|0|14330684.344827076
h3|70|1|3999035.2278268654
h3|70|2|516658.8342252406
h3|70|3|76311.2276746718
h3|70|4|11339.5509017451
h3|70|5|1636.3449026605
h3|70|6|232.9340995902
h3|70|7|33.2996652242
h3|70|8|4.757094512
h3|70|9|0.6798613238
h3|70|10|0.0971203427
h3|70|11|0.0138745334
h3|70|12|0.0019820762
h3|70|13|0.0002831531
h3|70|14|4.04504e-05
h3|70|15|5.7786e-06
h3|75|0|122836022.96676056
h3|75|1|10333705.041520728
h3|75|2|969469.9204602842
h3|75|3|144033.5427217603
h3|75|4|21712.5373815987
h3|75|5|3101.633136886
h3|75|6|439.6423780503
h3|75|7|62.9362713642
h3|75|8|8.9865869987
h3|75|9|1.2839428665
h3|75|10|0.1834496003
h3|75|11|0.0262055549
h3|75|12|0.0037436022
h3|75|13|0.0005348015
h3|75|14|7.64003e-05
h3|75|15|1.09143e-05
h3|80|0|122836022.96676056
h3|80|1|10333705.041520728
h3|80|2|3304467.9344410934
h3|80|3|357219.7233099759
h3|80|4|53484.1020435584
h3|80|5|7639.7048481904
h3|80|6|1104.2701191652
h3|80|7|157.9445591244
h3|80|8|22.5578859049
h3|80|9|3.2231157201
h3|80|10|0.4604450997
h3|80|11|0.0657795054
h3|80|12|0.0093969346
h3|80|13|0.0013424145
h3|80|14|0.0001917726
h3|80|15|2.73961e-05
h3|85|0|122836022.96676056
h3|85|1|55475704.292093866
h3|85|2|7120456.716839896
h3|85|3|2012894.3028193242
h3|85|4|219689.1029797433
h3|85|5|33305.7831185332
h3|85|6|4805.7474703083
h3|85|7|686.528687634
h3|85|8|98.4083712387
h3|85|9|14.0759256278
h3|85|10|2.0102815101
h3|85|11|0.287234388
h3|85|12|0.0410322891
h3|85|13|0.0058617127
h3|85|14|0.0008373923
h3|85|15|0.0001196275
bing|-85|1|401501740.5873484
bing|-85|2|100375435.14683709
bing|-85|3|25093858.78670924
bing|-85|4|6273464.696677276
bing|-85|5|1568366.174169319
bing|-85|6|392091.5435423204
bing|-85|7|98022.8858855836
bing|-85|8|24505.721471395
bing|-85|9|6126.430367848
bing|-85|10|1531.6075919617
bing|-85|11|382.9018979903
bing|-85|12|95.7254744975
bing|-85|13|23.9313686244
bing|-85|14|5.9828421561
bing|-85|15|1.495710539
bing|-85|16|0.3739276348
bing|-85|17|0.0934819087
bing|-85|18|0.0233704772
bing|-85|19|0.0058426193
bing|-85|20|0.0014606548
bing|-85|21|0.0003651637
bing|-85|22|9.12909e-05
bing|-85|23|2.28227e-05
bing|-80|1|401501740.5873484
bing|-80|2|100375435.14683709
bing|-80|3|25093858.78670924
bing|-80|4|6273464.696677338
bing|-80|5|1568366.1741693215
bing|-80|6|392091.5435423356
bing|-80|7|98022.8858855842
bing|-80|8|24505.7214713968
bing|-80|9|6126.4303678495
bing|-80|10|1531.6075919627
bing|-80|11|382.901897991
bing|-80|12|95.7254744977
bing|-80|13|23.9313686245
bing|-80|14|5.9828421561
bing|-80|15|1.495710539
bing|-80|16|0.3739276348
bing|-80|17|0.0934819087
bing|-80|18|0.0233704772
bing|-80|19|0.0058426193
bing|-80|20|0.0014606548
bing|-80|21|0.0003651637
bing|-80|22|9.12909e-05
bing|-80|23|2.28227e-05
bing|-75|1|401501740.5873484
bing|-75|2|100375435.14683709
bing|-75|3|25093858.786709297
bing|-75|4|6273464.696677323
bing|-75|5|1568366.1741693285
bing|-75|6|392091.5435423344
bing|-75|7|98022.8858855836
bing|-75|8|24505.7214713956
bing|-75|9|6126.430367849
bing|-75|10|1531.6075919624
bing|-75|11|382.9018979905
bing|-75|12|95.7254744976
bing|-75|13|23.9313686244
bing|-75|14|5.9828421561
bing|-75|15|1.495710539
bing|-75|16|0.3739276348
bing|-75|17|0.0934819087
bing|-75|18|0.0233704772
bing|-75|19|0.0058426193
bing|-75|20|0.0014606548
bing|-75|21|0.0003651637
bing|-75|22|9.12909e-05
bing|-75|23|2.28227e-05
bing|-70|1|401501740.5873484
bing|-70|2|100375435.14683709
bing|-70|3|25093858.786709297
bing|-70|4|6273464.696677319
bing|-70|5|1568366.1741693355
bing|-70|6|392091.5435423367
bing|-70|7|98022.8858855824
bing|-70|8|24505.7214713947
bing|-70|9|6126.4303678492
bing|-70|10|1531.6075919623
bing|-70|11|382.9018979904
bing|-70|12|95.7254744976
bing|-70|13|23.9313686244
bing|-70|14|5.9828421561
bing|-70|15|1.495710539
bing|-70|16|0.3739276348
bing|-70|17|0.0934819087
bing|-70|18|0.0233704772
bing|-70|19|0.0058426193
bing|-70|20|0.0014606548
bing|-70|21|0.0003651637
bing|-70|22|9.12909e-05
bing|-70|23|2.28227e-05
bing|-65|1|401501740.5873484
bing|-65|2|100375435.14683713
bing|-65|3|25093858.78670927
bing|-65|4|6273464.696677314
bing|-65|5|1568366.1741693309
bing|-65|6|392091.5435423332
bing|-65|7|98022.8858855824
bing|-65|8|24505.7214713956
bing|-65|9|6126.4303678495
bing|-65|10|1531.6075919624
bing|-65|11|382.9018979906
bing|-65|12|95.7254744977
bing|-65|13|23.9313686244
bing|-65|14|5.9828421561
bing|-65|15|1.495710539
bing|-65|16|0.3739276348
bing|-65|17|0.0934819087
bing|-65|18|0.0233704772
bing|-65|19|0.0058426193
bing|-65|20|0.0014606548
bing|-65|21|0.0003651637
bing|-65|22|9.12909e-05
bing|-65|23|2.28227e-05
bing|-60|1|401501740.5873484
bing|-60|2|100375435.14683713
bing|-60|3|25093858.78670927
bing|-60|4|6273464.696677314
bing|-60|5|1568366.1741693262
bing|-60|6|392091.5435423315
bing|-60|7|98022.8858855822
bing|-60|8|24505.7214713955
bing|-60|9|6126.4303678492
bing|-60|10|1531.6075919624
bing|-60|11|382.9018979906
bing|-60|12|95.7254744977
bing|-60|13|23.9313686244
bing|-60|14|5.9828421561
bing|-60|15|1.495710539
bing|-60|16|0.3739276348
bing|-60|17|0.0934819087
bing|-60|18|0.0233704772
bing|-60|19|0.0058426193
bing|-60|20|0.0014606548
bing|-60|21|0.0003651637
bing|-60|22|9.12909e-05
bing|-60|23|2.28227e-05
bing|-55|1|401501740.5873484
bing|-55|2|100375435.14683713
bing|-55|3|25093858.78670927
bing|-55|4|6273464.696677314
bing|-55|5|1568366.1741693274
bing|-55|6|392091.543542332
bing|-55|7|98022.8858855822
bing|-55|8|24505.7214713956
bing|-55|9|6126.430367849
bing|-55|10|1531.6075919621
bing|-55|11|382.9018979906
bing|-55|12|95.7254744976
bing|-55|13|23.9313686244
bing|-55|14|5.9828421561
bing|-55|15|1.495710539
bing|-55|16|0.3739276348
bing|-55|17|0.0934819087
bing|-55|18|0.0233704772
bing|-55|19|0.0058426193
bing|-55|20|0.0014606548
bing|-55|21|0.0003651637
bing|-55|22|9.12909e-05
bing|-55|23|2.28227e-05
bing|-50|1|401501740.5873484
bing|-50|2|100375435.14683713
bing|-50|3|25093858.78670927
bing|-50|4|6273464.696677314
bing|-50|5|1568366.1741693274
bing|-50|6|392091.5435423338
bing|-50|7|98022.8858855819
bing|-50|8|24505.7214713953
bing|-50|9|6126.430367849
bing|-50|10|1531.6075919622
bing|-50|11|382.9018979906
bing|-50|12|95.7254744976
bing|-50|13|23.9313686244
bing|-50|14|5.9828421561
bing|-50|15|1.495710539
bing|-50|16|0.3739276348
bing|-50|17|0.0934819087
bing|-50|18|0.0233704772
bing|-50|19|0.0058426193
bing|-50|20|0.0014606548
bing|-50|21|0.0003651637
bing|-50|22|9.12909e-05
bing|-50|23|2.28227e-05
bing|-45|1|401501740.5873484
bing|-45|2|100375435.14683713
bing|-45|3|25093858.78670927
bing|-45|4|6273464.696677314
bing|-45|5|1568366.1741693297
bing|-45|6|392091.543542332
bing|-45|7|98022.8858855827
bing|-45|8|24505.7214713956
bing|-45|9|6126.430367849
bing|-45|10|1531.6075919622
bing|-45|11|382.9018979906
bing|-45|12|95.7254744977
bing|-45|13|23.9313686244
bing|-45|14|5.9828421561
bing|-45|15|1.495710539
bing|-45|16|0.3739276348
bing|-45|17|0.0934819087
bing|-45|18|0.0233704772
bing|-45|19|0.0058426193
bing|-45|20|0.0014606548
bing|-45|21|0.0003651637
bing|-45|22|9.12909e-05
bing|-45|23|2.28227e-05
bing|-40|1|401501740.5873484
bing|-40|2|100375435.14683713
bing|-40|3|25093858.78670929
bing|-40|4|6273464.696677322
bing|-40|5|1568366.1741693304
bing|-40|6|392091.543542335
bing|-40|7|98022.8858855836
bing|-40|8|24505.7214713956
bing|-40|9|6126.4303678488
bing|-40|10|1531.6075919621
bing|-40|11|382.9018979905
bing|-40|12|95.7254744976
bing|-40|13|23.9313686244
bing|-40|14|5.9828421561
bing|-40|15|1.495710539
bing|-40|16|0.3739276348
bing|-40|17|0.0934819087
bing|-40|18|0.0233704772
bing|-40|19|0.0058426193
bing|-40|20|0.0014606548
bing|-40|21|0.0003651637
bing|-40|22|9.12909e-05
bing|-40|23|2.28227e-05
bing|-35|1|401501740.5873484
bing|-35|2|100375435.14683713
bing|-35|3|25093858.78670929
bing|-35|4|6273464.696677322
bing|-35|5|1568366.1741693304
bing|-35|6|392091.5435423324
bing|-35|7|98022.8858855826
bing|-35|8|24505.7214713957
bing|-35|9|6126.4303678491
bing|-35|10|1531.6075919622
bing|-35|11|382.9018979906
bing|-35|12|95.7254744977
bing|-35|13|23.9313686244
bing|-35|14|5.9828421561
bing|-35|15|1.495710539
bing|-35|16|0.3739276348
bing|-35|17|0.0934819087
bing|-35|18|0.0233704772
bing|-35|19|0.0058426193
bing|-35|20|0.0014606548
bing|-35|21|0.0003651637
bing|-35|22|9.12909e-05
bing|-35|23|2.28227e-05
bing|-30|1|401501740.5873484
bing|-30|2|100375435.14683713
bing|-30|3|25093858.78670929
bing|-30|4|6273464.696677322
bing|-30|5|1568366.1741693304
bing|-30|6|392091.5435423338
bing|-30|7|98022.8858855835
bing|-30|8|24505.7214713959
bing|-30|9|6126.4303678493
bing|-30|10|1531.6075919622
bing|-30|11|382.9018979905
bing|-30|12|95.7254744976
bing|-30|13|23.9313686244
bing|-30|14|5.9828421561
bing|-30|15|1.495710539
bing|-30|16|0.3739276348
bing|-30|17|0.0934819087
bing|-30|18|0.0233704772
bing|-30|19|0.0058426193
bing|-30|20|0.0014606548
bing|-30|21|0.0003651637
bing|-30|22|9.12909e-05
